date,main_contract,put_option,call_option,put_iv,call_iv,avg_iv
20240517,sc2407.INE,sc2407P610.INE,sc2407C620.INE,23.62022633819705,21.860390425866353,22.7403083820317
20240520,sc2407.INE,sc2407P620.INE,sc2407C630.INE,25.928608557519844,25.77639945100535,25.8525040042626
20240521,sc2407.INE,sc2407P610.INE,sc2407C620.INE,26.093467012969285,25.613842814608855,25.85365491378907
20240522,sc2407.INE,sc2407P600.INE,sc2407C610.INE,26.262242843559175,25.596244456238253,25.929243649898716
20240523,sc2407.INE,sc2407P600.INE,sc2407C610.INE,25.885542027385846,26.098603867634708,25.992072947510277
20240524,sc2407.INE,sc2407P590.INE,sc2407C600.INE,26.820037273244758,26.567047526847436,26.6935424000461
20240527,sc2407.INE,sc2407P600.INE,sc2407C610.INE,26.695148952655774,26.365197867740132,26.530173410197953
20240528,sc2407.INE,sc2407P610.INE,sc2407C620.INE,25.63327998042018,25.102211824553077,25.36774590248663
20240529,sc2407.INE,sc2407P610.INE,sc2407C620.INE,24.561051824299426,23.471883057010125,24.016467440654775
20240530,sc2407.INE,sc2407P610.INE,sc2407C620.INE,23.474514241117756,23.767169631381414,23.620841936249583
20240531,sc2407.INE,sc2407P600.INE,sc2407C610.INE,26.045116922989493,25.36245796257991,25.7037874427847
20240603,sc2407.INE,sc2407P590.INE,sc2407C600.INE,27.214449735009488,26.791055388008555,27.00275256150902
20240604,sc2407.INE,sc2407P570.INE,sc2407C580.INE,28.88378581699671,30.753460858307108,29.818623337651907
20240605,sc2407.INE,sc2407P570.INE,sc2407C580.INE,29.554341496806114,29.55146702784543,29.55290426232577
20240606,sc2407.INE,sc2407P570.INE,sc2407C580.INE,26.130491596149724,26.107427742523704,26.118959669336714
20240607,sc2407.INE,sc2407P580.INE,sc2407C590.INE,22.703432167131385,24.08059858664753,23.392015376889457
20240611,sc2407.INE,sc2407P590.INE,sc2407C600.INE,27.86539960917495,26.80373391388105,27.334566761528002
20240612,sc2408.INE,sc2408P600.INE,sc2408C610.INE,24.47750536045035,23.274140762045555,23.875823061247953
20240613,sc2408.INE,sc2408P590.INE,sc2408C600.INE,24.15125111829452,21.934130736494275,23.042690927394396
20240614,sc2408.INE,sc2408P600.INE,sc2408C610.INE,22.599844895233918,21.601927040727638,22.10088596798078
20240617,sc2408.INE,sc2408P590.INE,sc2408C600.INE,23.289506141778727,21.898239641956877,22.593872891867804
20240618,sc2408.INE,sc2408P600.INE,sc2408C610.INE,22.793398730559204,21.421057199332264,22.107227964945736
20240619,sc2408.INE,sc2408P610.INE,sc2408C620.INE,22.436022375149463,21.083059229197534,21.759540802173497
20240620,sc2408.INE,sc2408P610.INE,sc2408C620.INE,22.56042770200019,21.397708015423138,21.979067858711666
20240621,sc2408.INE,sc2408P610.INE,sc2408C620.INE,22.234668923183605,21.624411275451976,21.92954009931779
20240624,sc2408.INE,sc2408P610.INE,sc2408C620.INE,23.557975282277265,22.00982934651476,22.783902314396013
20240625,sc2408.INE,sc2408P620.INE,sc2408C630.INE,22.32987316037405,21.52765860268568,21.928765881529863
20240626,sc2408.INE,sc2408P620.INE,sc2408C630.INE,22.543471569887373,21.25667454249691,21.90007305619214
20240627,sc2408.INE,sc2408P610.INE,sc2408C620.INE,23.370162191173776,21.77398337014411,22.572072780658942
20240628,sc2408.INE,sc2408P620.INE,sc2408C630.INE,23.44979203506101,22.347865372498337,22.89882870377967
20240701,sc2408.INE,sc2408P620.INE,sc2408C630.INE,24.072463269976552,22.840519518302745,23.456491394139647
20240702,sc2408.INE,sc2408P630.INE,sc2408C640.INE,23.19459657426983,22.734295852293474,22.964446213281654
20240703,sc2408.INE,sc2408P630.INE,sc2408C640.INE,22.861451515220065,22.118133185445178,22.48979235033262
20240704,sc2408.INE,sc2408P630.INE,sc2408C640.INE,21.207069639553424,20.671436029842596,20.93925283469801
20240705,sc2408.INE,sc2408P630.INE,sc2408C640.INE,21.97320118146421,21.191917724927244,21.582559453195728
20240708,sc2408.INE,sc2408P620.INE,sc2408C630.INE,22.747045042157406,21.86601859177287,22.30653181696514
20240709,sc2408.INE,sc2408P620.INE,sc2408C630.INE,22.439699644877425,21.316519324020586,21.878109484449006
20240710,sc2408.INE,sc2408P610.INE,sc2408C620.INE,20.429003162193183,19.493641236023894,19.961322199108537
20240711,sc2408.INE,sc2408P620.INE,sc2408C630.INE,19.882924672021517,18.886950882243113,19.384937777132315
20240712,sc2408.INE,sc2408P620.INE,sc2408C630.INE,16.718278339728563,16.040713014188356,16.37949567695846
20240715,sc2409.INE,sc2409P610.INE,sc2409C620.INE,22.040740073073877,20.82360510592162,21.432172589497746
