year,grid_size,grid_numbers_half,final_money,profit_rate,sharpe_ratio,trade_count,start_date,end_date,contracts
2020,0.005,2,84433.65717800021,-0.1556634282199979,-3.514835579104176,292,2020-07-01 09:01:00,2020-08-31 15:00:00,"JD2009, JD2010"
2020,0.005,3,83441.7640993823,-0.16558235900617702,-3.1384464893375066,287,2020-07-01 09:01:00,2020-08-31 15:00:00,"JD2009, JD2010"
2020,0.005,4,77781.3807199389,-0.22218619280061103,-3.6124483596963035,286,2020-07-01 09:01:00,2020-08-31 15:00:00,"JD2009, JD2010"
2020,0.005,5,67349.5833731994,-0.32650416626800594,-4.3175989537094015,281,2020-07-01 09:01:00,2020-08-31 15:00:00,"JD2009, JD2010"
2020,0.01,2,89864.36469787566,-0.10135635302124346,-3.336644060334222,84,2020-07-01 09:01:00,2020-08-31 15:00:00,"JD2009, JD2010"
2020,0.01,3,51481.55748277323,-0.4851844251722677,-4.899763062831443,80,2020-07-01 09:01:00,2020-08-31 15:00:00,"JD2009, JD2010"
2020,0.01,4,58841.665589098724,-0.41158334410901276,-4.655884715912026,79,2020-07-01 09:01:00,2020-08-31 15:00:00,"JD2009, JD2010"
2020,0.01,5,51507.29997732152,-0.4849270002267848,-6.381650031548949,76,2020-07-01 09:01:00,2020-08-31 15:00:00,"JD2009, JD2010"
2020,0.015,2,67849.73689671698,-0.3215026310328303,-5.087657521036347,38,2020-07-01 09:01:00,2020-08-31 15:00:00,"JD2009, JD2010"
2020,0.015,3,62785.63696084852,-0.37214363039151477,-5.340897125048587,40,2020-07-01 09:01:00,2020-08-31 15:00:00,"JD2009, JD2010"
2020,0.015,4,72244.27853740739,-0.2775572146259261,-4.91575979205223,39,2020-07-01 09:01:00,2020-08-31 15:00:00,"JD2009, JD2010"
2020,0.015,5,62232.38786065873,-0.37767612139341267,-5.472013329743667,41,2020-07-01 09:01:00,2020-08-31 15:00:00,"JD2009, JD2010"
2020,0.02,2,80595.4591513693,-0.19404540848630702,-4.6310611116034766,27,2020-07-01 09:01:00,2020-08-31 15:00:00,"JD2009, JD2010"
2020,0.02,3,80694.76203333633,-0.1930523796666367,-4.853310251796555,28,2020-07-01 09:01:00,2020-08-31 15:00:00,"JD2009, JD2010"
2020,0.02,4,69638.83319129953,-0.3036116680870047,-5.627248817624813,27,2020-07-01 09:01:00,2020-08-31 15:00:00,"JD2009, JD2010"
2020,0.02,5,54996.45859172882,-0.45003541408271175,-6.231865651050053,25,2020-07-01 09:01:00,2020-08-31 15:00:00,"JD2009, JD2010"
