year,grid_size,grid_numbers_half,final_money,profit_rate,sharpe_ratio,trade_count,start_date,end_date,contracts
2019,0.005,2,93150.98537167461,-0.0684901462832539,-1.3880895192273015,243,2019-07-01 09:01:00,2019-08-30 15:00:00,"JD1909, JD2001"
2019,0.005,3,90808.99833439293,-0.09191001665607068,-1.2192271989424397,244,2019-07-01 09:01:00,2019-08-30 15:00:00,"JD1909, JD2001"
2019,0.005,4,84499.6162911576,-0.15500383708842402,-1.0823944933160405,234,2019-07-01 09:01:00,2019-08-30 15:00:00,"JD1909, JD2001"
2019,0.005,5,69950.86561862884,-0.30049134381371156,-2.753914429110566,238,2019-07-01 09:01:00,2019-08-30 15:00:00,"JD1909, JD2001"
2019,0.01,2,93047.12652988534,-0.06952873470114662,-1.2179194641324123,70,2019-07-01 09:01:00,2019-08-30 15:00:00,"JD1909, JD2001"
2019,0.01,3,96344.95371313313,-0.0365504628686687,-0.4324329792651103,67,2019-07-01 09:01:00,2019-08-30 15:00:00,"JD1909, JD2001"
2019,0.01,4,97913.77371235756,-0.020862262876424342,0.03996196775258337,70,2019-07-01 09:01:00,2019-08-30 15:00:00,"JD1909, JD2001"
2019,0.01,5,91758.50105065407,-0.08241498949345927,-0.2894750310383906,66,2019-07-01 09:01:00,2019-08-30 15:00:00,"JD1909, JD2001"
2019,0.015,2,98075.12304806459,-0.01924876951935406,-0.3913517912138295,34,2019-07-01 09:01:00,2019-08-30 15:00:00,"JD1909, JD2001"
2019,0.015,3,96764.43081140798,-0.032355691885920246,-0.2588201212567325,31,2019-07-01 09:01:00,2019-08-30 15:00:00,"JD1909, JD2001"
2019,0.015,4,98374.28939858869,-0.01625710601411312,-0.07378057185579345,32,2019-07-01 09:01:00,2019-08-30 15:00:00,"JD1909, JD2001"
2019,0.015,5,93855.04502326025,-0.06144954976739758,-0.4975893616281303,34,2019-07-01 09:01:00,2019-08-30 15:00:00,"JD1909, JD2001"
2019,0.02,2,98896.34002030472,-0.011036599796952817,-0.1652478783242519,21,2019-07-01 09:01:00,2019-08-30 15:00:00,"JD1909, JD2001"
2019,0.02,3,98458.48984659735,-0.015415101534026476,-0.25471410974186365,20,2019-07-01 09:01:00,2019-08-30 15:00:00,"JD1909, JD2001"
2019,0.02,4,93978.89838893013,-0.06021101611069868,-0.7264299196261111,21,2019-07-01 09:01:00,2019-08-30 15:00:00,"JD1909, JD2001"
2019,0.02,5,86279.93439349637,-0.13720065606503629,-1.4325816949358927,20,2019-07-01 09:01:00,2019-08-30 15:00:00,"JD1909, JD2001"
