000570.SZ,000570.SZ,20030512,2,
000570.SZ,000570.SZ,20040405,0,
000571.SZ,000571.SZ,20020329,1,
000571.SZ,000571.SZ,20040331,0,
000571.SZ,000571.SZ,20190416,1,
000571.SZ,000571.SZ,20190430,2,
000571.SZ,000571.SZ,20210608,1,
000571.SZ,000571.SZ,20230628,0,
000572.SZ,000572.SZ,20020418,1,
000572.SZ,000572.SZ,20030512,2,
000572.SZ,000572.SZ,20040224,1,
000572.SZ,000572.SZ,20050404,0,
000572.SZ,000572.SZ,20190424,2,
000572.SZ,000572.SZ,20200619,1,
000572.SZ,000572.SZ,20210527,0,
000576.SZ,000576.SZ,20090421,2,
000576.SZ,000576.SZ,20100518,1,
000576.SZ,000576.SZ,20120229,2,
000576.SZ,000576.SZ,20130415,0,
000578.SZ,000578.SZ,20060509,2,
000578.SZ,000578.SZ,20080116,0,
000578.SZ,000578.SZ,20090410,0,
000583.SZ,000583.SZ,20040804,1,
000583.SZ,000583.SZ,20050425,2,
000584.SZ,000584.SZ,20230505,1,
000584.SZ,000584.SZ,20240506,2,
000585.SZ,000585.SZ,20000509,1,
000585.SZ,000585.SZ,20060424,0,
000585.SZ,000585.SZ,20090401,2,
000585.SZ,000585.SZ,20100414,0,
000585.SZ,000585.SZ,20120405,2,
000585.SZ,000585.SZ,20130419,0,
000585.SZ,000585.SZ,20180402,2,
000585.SZ,000585.SZ,20190821,1,
000585.SZ,000585.SZ,20200506,2,
000585.SZ,000585.SZ,20220428,0,
000586.SZ,000586.SZ,20020408,1,
000586.SZ,000586.SZ,20040225,0,
000586.SZ,000586.SZ,20090428,2,
000586.SZ,000586.SZ,20100506,1,
000586.SZ,000586.SZ,20110721,0,
000587.SZ,000587.SZ,20040426,2,
000587.SZ,000587.SZ,20050728,1,
000587.SZ,000587.SZ,20070508,0,
000587.SZ,000587.SZ,20081210,0,
000587.SZ,000587.SZ,20091111,0,
000587.SZ,000587.SZ,20111028,1,
000587.SZ,000587.SZ,20120910,0,
000587.SZ,000587.SZ,20200507,2,
000588.SZ,000588.SZ,19990504,1,
000588.SZ,000588.SZ,20010424,3,
000590.SZ,000590.SZ,20150504,2,
000590.SZ,000590.SZ,20160412,0,
000592.SZ,000592.SZ,20000509,1,
000592.SZ,000592.SZ,20050429,2,
000592.SZ,000592.SZ,20080414,1,
000592.SZ,000592.SZ,20090512,0,
000594.SZ,000594.SZ,20020702,1,
000594.SZ,000594.SZ,20041029,0,
000594.SZ,000594.SZ,20130502,2,
000594.SZ,000594.SZ,20150529,0,
000595.SZ,000595.SZ,20110420,2,
000595.SZ,000595.SZ,20130403,0,
000595.SZ,000595.SZ,20170329,2,
000595.SZ,000595.SZ,20180518,0,
000595.SZ,000595.SZ,20200429,2,
000595.SZ,000595.SZ,20210715,0,
000595.SZ,000595.SZ,20250429,2,
000596.SZ,000596.SZ,20050701,2,
000596.SZ,000596.SZ,20060516,1,
000596.SZ,000596.SZ,20070321,0,
000598.SZ,000598.SZ,20100310,2,
000598.SZ,000598.SZ,20100608,0,
000602.SZ,000602.SZ,20000511,1,
000602.SZ,000602.SZ,20020327,0,
000602.SZ,000602.SZ,20110218,2,
000602.SZ,000602.SZ,20120416,0,
000603.SZ,000603.SZ,20020424,1,
000603.SZ,000603.SZ,20060403,2,
000603.SZ,000603.SZ,20111028,1,
000603.SZ,000603.SZ,20120508,0,
000605.SZ,000605.SZ,20070430,2,
000605.SZ,000605.SZ,20080819,1,
000605.SZ,000605.SZ,20120312,2,
000605.SZ,000605.SZ,20130322,0,
000606.SZ,000606.SZ,20160401,2,
000606.SZ,000606.SZ,20170314,0,
000606.SZ,000606.SZ,20210506,1,
000606.SZ,000606.SZ,20220506,2,
000606.SZ,000606.SZ,20230613,0,
000607.SZ,000607.SZ,19990422,1,
000607.SZ,000607.SZ,20000323,0,
000607.SZ,000607.SZ,20110419,2,
000607.SZ,000607.SZ,20120627,0,
000608.SZ,000608.SZ,20250422,2,
000609.SZ,000609.SZ,20210430,2,
000609.SZ,000609.SZ,20220516,0,
000609.SZ,000609.SZ,20240429,2,
000609.SZ,000609.SZ,20250611,1,
000611.SZ,000611.SZ,20150430,2,
000611.SZ,000611.SZ,20170608,0,
000611.SZ,000611.SZ,20190506,2,
000611.SZ,000611.SZ,20200724,1,
000611.SZ,000611.SZ,20210506,2,
000611.SZ,000611.SZ,20220607,0,
000613.SZ,000613.SZ,19990504,1,
000613.SZ,000613.SZ,20010423,3,
000613.SZ,000613.SZ,20021018,1,
000613.SZ,000613.SZ,20050414,2,
000613.SZ,000613.SZ,20070323,0,
000613.SZ,000613.SZ,20130527,0,
000613.SZ,000613.SZ,20170405,2,
000613.SZ,000613.SZ,20180315,0,
000613.SZ,000613.SZ,20210427,2,
000613.SZ,000613.SZ,20220608,0,
000615.SZ,000615.SZ,20230505,2,
000615.SZ,000615.SZ,20240628,1,
000615.SZ,000615.SZ,20250430,2,
000616.SZ,000616.SZ,20210506,1,
000616.SZ,000616.SZ,20230504,2,
000617.SZ,000617.SZ,20130401,2,
000617.SZ,000617.SZ,20140423,0,
000617.SZ,000617.SZ,20160401,2,
000617.SZ,000617.SZ,20170116,0,
000618.SZ,000618.SZ,20020424,1,
000618.SZ,000618.SZ,20030925,2,
000618.SZ,000618.SZ,20040430,1,
000618.SZ,000618.SZ,20050328,0,
000620.SZ,000620.SZ,20020430,1,
000620.SZ,000620.SZ,20030512,2,
000620.SZ,000620.SZ,20040514,1,
000620.SZ,000620.SZ,20051101,2,
000620.SZ,000620.SZ,20110708,0,
000620.SZ,000620.SZ,20230505,2,
000620.SZ,000620.SZ,20240521,0,
000621.SZ,000621.SZ,20030429,1,
000621.SZ,000621.SZ,20030512,2,
000622.SZ,000622.SZ,20050421,2,
000622.SZ,000622.SZ,20130524,0,
000622.SZ,000622.SZ,20160429,2,
000622.SZ,000622.SZ,20170504,0,
000622.SZ,000622.SZ,20240506,2,
000628.SZ,000628.SZ,20080422,2,
000628.SZ,000628.SZ,20090512,0,
000629.SZ,000629.SZ,20100428,2,
000629.SZ,000629.SZ,20110328,0,
000629.SZ,000629.SZ,20160503,2,
000629.SZ,000629.SZ,20180824,0,
000631.SZ,000631.SZ,20050510,2,
000631.SZ,000631.SZ,20090605,0,
000632.SZ,000632.SZ,20060509,2,
000632.SZ,000632.SZ,20070514,0,
000633.SZ,000633.SZ,20060426,2,
000633.SZ,000633.SZ,20070528,0,
000633.SZ,000633.SZ,20130513,0,
000633.SZ,000633.SZ,20160427,2,
000633.SZ,000633.SZ,20170518,0,
000635.SZ,000635.SZ,20030415,1,
000635.SZ,000635.SZ,20030512,2,
000635.SZ,000635.SZ,20040326,0,
000637.SZ,000637.SZ,20230505,1,
000637.SZ,000637.SZ,20240612,0,
000638.SZ,000638.SZ,20020425,1,
000638.SZ,000638.SZ,20030512,2,
000638.SZ,000638.SZ,20090605,0,
000638.SZ,000638.SZ,20210611,2,
000638.SZ,000638.SZ,20221010,0,
000638.SZ,000638.SZ,20250430,2,
000639.SZ,000639.SZ,19990430,1,
000639.SZ,000639.SZ,20000322,0,
000650.SZ,000650.SZ,20050329,2,
000650.SZ,000650.SZ,20070329,1,
000650.SZ,000650.SZ,20080226,0,
000653.SZ,000653.SZ,20000221,1,
000655.SZ,000655.SZ,20060509,2,
000655.SZ,000655.SZ,20070212,0,
000655.SZ,000655.SZ,20180413,2,
000655.SZ,000655.SZ,20190409,0,
000656.SZ,000656.SZ,20020426,1,
000656.SZ,000656.SZ,20060509,2,
000656.SZ,000656.SZ,20070607,1,
000656.SZ,000656.SZ,20110823,0,
000656.SZ,000656.SZ,20240424,2,
000657.SZ,000657.SZ,20080424,2,
000657.SZ,000657.SZ,20131125,0,
000658.SZ,000658.SZ,20000510,1,
000659.SZ,000659.SZ,20140505,2,
000659.SZ,000659.SZ,20160427,0,
000659.SZ,000659.SZ,20170503,2,
000659.SZ,000659.SZ,20180425,0,
000660.SZ,000660.SZ,20030512,2,
000662.SZ,000662.SZ,20010328,1,
000662.SZ,000662.SZ,20020401,0,
000662.SZ,000662.SZ,20120423,2,
000662.SZ,000662.SZ,20130529,0,
000662.SZ,000662.SZ,20200701,2,
000662.SZ,000662.SZ,20210226,0,
000663.SZ,000663.SZ,20200506,2,
000663.SZ,000663.SZ,20210923,0,
000667.SZ,000667.SZ,20230505,1,
000668.SZ,000668.SZ,20250430,2,
000669.SZ,000669.SZ,19980518,1,
000669.SZ,000669.SZ,20000328,0,
000669.SZ,000669.SZ,20120320,2,
000669.SZ,000669.SZ,20130114,0,
000669.SZ,000669.SZ,20200506,2,
000669.SZ,000669.SZ,20210824,1,
000670.SZ,000670.SZ,20030512,2,
000670.SZ,000670.SZ,20040405,0,
000670.SZ,000670.SZ,20060427,2,
000670.SZ,000670.SZ,20130520,0,
000670.SZ,000670.SZ,20160503,2,
000670.SZ,000670.SZ,20170330,0,
000670.SZ,000670.SZ,20190327,1,
000670.SZ,000670.SZ,20190424,2,
000670.SZ,000670.SZ,20220822,0,
000671.SZ,000671.SZ,20230505,1,
000672.SZ,000672.SZ,20060508,2,
000672.SZ,000672.SZ,20130426,0,
000673.SZ,000673.SZ,20070405,2,
000673.SZ,000673.SZ,20080718,1,
000673.SZ,000673.SZ,20110622,1,
000673.SZ,000673.SZ,20130520,0,
000673.SZ,000673.SZ,20200429,2,
000673.SZ,000673.SZ,20220613,0,
000675.SZ,000675.SZ,20010221,1,
000676.SZ,000676.SZ,20100427,2,
000676.SZ,000676.SZ,20111110,1,
000676.SZ,000676.SZ,20130424,2,
000676.SZ,000676.SZ,20140512,0,
000677.SZ,000677.SZ,20110905,1,
000677.SZ,000677.SZ,20120423,2,
000677.SZ,000677.SZ,20130703,0,
000677.SZ,000677.SZ,20150312,2,
000677.SZ,000677.SZ,20160325,0,
000678.SZ,000678.SZ,20020327,1,
000678.SZ,000678.SZ,20031103,2,
000678.SZ,000678.SZ,20040227,1,
000678.SZ,000678.SZ,20050426,0,
000679.SZ,000679.SZ,20200430,2,
000679.SZ,000679.SZ,20210428,0,
000681.SZ,000681.SZ,20070508,1,
000681.SZ,000681.SZ,20080430,2,
000681.SZ,000681.SZ,20130819,0,
000682.SZ,000682.SZ,20020508,1,
000682.SZ,000682.SZ,20040426,0,
000683.SZ,000683.SZ,20050425,2,
000683.SZ,000683.SZ,20060613,0,
000687.SZ,000687.SZ,20200616,2,
000687.SZ,000687.SZ,20220526,0,
000688.SZ,000688.SZ,20060529,2,
000688.SZ,000688.SZ,20130426,0,
000689.SZ,000689.SZ,20000428,1,
000691.SZ,000691.SZ,20040429,1,
000691.SZ,000691.SZ,20050429,2,
000691.SZ,000691.SZ,20060821,1,
000691.SZ,000691.SZ,20090226,2,
000691.SZ,000691.SZ,20120625,0,
000691.SZ,000691.SZ,20160504,1,
000691.SZ,000691.SZ,20171129,0,
000691.SZ,000691.SZ,20250430,2,
000692.SZ,000692.SZ,20070417,2,
000692.SZ,000692.SZ,20080326,1,
000692.SZ,000692.SZ,20100423,0,
000692.SZ,000692.SZ,20230426,2,
000692.SZ,000692.SZ,20240529,0,
000693.SZ,000693.SZ,20060509,2,
000693.SZ,000693.SZ,20140110,0,
000693.SZ,000693.SZ,20160504,1,
000693.SZ,000693.SZ,20170502,2,
000693.SZ,000693.SZ,20190527,0,
000695.SZ,000695.SZ,20030218,1,
000695.SZ,000695.SZ,20030512,2,
000695.SZ,000695.SZ,20050405,0,
