,time,open,high,low,close,volume,amount,settelementPrice,openInterest,preClose,suspendFlag
20250604095000,1749001800000,74.5,74.5,74.5,74.5,0,0.0,0.0,1676,74.5,0
20250604095100,1749001860000,74.5,74.5,74.5,74.5,0,0.0,0.0,1676,74.5,0
20250604095200,1749001920000,74.5,74.5,74.5,74.5,0,0.0,0.0,1676,74.5,0
20250604095300,1749001980000,71.0,71.0,71.0,71.0,10,3350.0,0.0,1686,74.5,0
20250604095400,1749002040000,70.5,70.5,70.5,70.5,21,7035.0,0.0,1696,71.0,0
20250604095500,1749002100000,70.5,70.5,70.5,70.5,0,0.0,0.0,1696,70.5,0
20250604095600,1749002160000,70.5,70.5,70.5,70.5,0,0.0,0.0,1696,70.5,0
20250604095700,1749002220000,69.5,69.5,69.5,69.5,1,335.0,0.0,1696,70.5,0
20250604095800,1749002280000,69.5,69.5,69.5,69.5,8,2680.0,0.0,1696,69.5,0
20250604095900,1749002340000,71.0,71.0,71.0,71.0,5,1675.0,0.0,1696,69.5,0
20250604100000,1749002400000,71.0,71.0,71.0,71.0,0,0.0,0.0,1696,71.0,0
20250604100100,1749002460000,71.0,71.0,71.0,71.0,1,1855.0,0.0,1696,71.0,0
20250604100200,1749002520000,71.0,71.0,71.0,71.0,0,0.0,0.0,1696,71.0,0
20250604100300,1749002580000,71.0,71.0,71.0,71.0,0,0.0,0.0,1696,71.0,0
20250604100400,1749002640000,71.0,71.0,71.0,71.0,0,0.0,0.0,1696,71.0,0
20250604100500,1749002700000,71.0,71.0,71.0,71.0,0,0.0,0.0,1696,71.0,0
20250604100600,1749002760000,71.0,71.0,71.0,71.0,0,0.0,0.0,1696,71.0,0
20250604100700,1749002820000,71.0,71.0,71.0,71.0,0,0.0,0.0,1696,71.0,0
20250604100800,1749002880000,71.0,71.0,71.0,71.0,0,0.0,0.0,1696,71.0,0
20250604100900,1749002940000,71.0,71.0,71.0,71.0,0,0.0,0.0,1696,71.0,0
20250604101000,1749003000000,71.0,71.0,71.0,71.0,0,0.0,0.0,1696,71.0,0
20250604101100,1749003060000,71.0,71.0,71.0,71.0,0,0.0,0.0,1696,71.0,0
20250604101200,1749003120000,71.0,71.0,71.0,71.0,0,0.0,0.0,1696,71.0,0
20250604101300,1749003180000,71.0,71.0,71.0,71.0,0,0.0,0.0,1696,71.0,0
20250604101400,1749003240000,71.0,71.0,71.0,71.0,0,0.0,0.0,1696,71.0,0
20250604101500,1749003300000,70.0,70.0,70.0,70.0,4,1350.0,0.0,1696,71.0,0
20250604103100,1749004260000,67.5,67.5,65.5,65.5,8,2700.0,0.0,1700,70.0,0
20250604103200,1749004320000,66.5,66.5,65.5,65.5,2,-880.0,0.0,1700,65.5,0
20250604103300,1749004380000,65.0,65.0,65.0,65.0,1,335.0,0.0,1700,65.5,0
20250604103400,1749004440000,64.5,65.0,64.5,65.0,12,4020.0,0.0,1699,65.0,0
20250604103500,1749004500000,65.0,65.0,65.0,65.0,0,0.0,0.0,1699,65.0,0
20250604103600,1749004560000,65.0,65.0,65.0,65.0,0,0.0,0.0,1699,65.0,0
20250604103700,1749004620000,65.0,65.0,65.0,65.0,0,0.0,0.0,1699,65.0,0
20250604103800,1749004680000,65.0,65.0,65.0,65.0,0,0.0,0.0,1699,65.0,0
20250604103900,1749004740000,65.0,65.0,65.0,65.0,0,0.0,0.0,1699,65.0,0
20250604104000,1749004800000,65.0,65.0,65.0,65.0,0,0.0,0.0,1699,65.0,0
20250604104100,1749004860000,65.0,65.0,65.0,65.0,0,0.0,0.0,1699,65.0,0
20250604104200,1749004920000,65.0,65.0,65.0,65.0,0,0.0,0.0,1699,65.0,0
20250604104300,1749004980000,64.0,64.0,64.0,64.0,1,335.0,0.0,1699,65.0,0
20250604104400,1749005040000,64.5,64.5,64.5,64.5,1,335.0,0.0,1699,64.0,0
20250604104500,1749005100000,64.5,64.5,64.5,64.5,0,0.0,0.0,1699,64.5,0
20250604104600,1749005160000,64.5,64.5,64.5,64.5,0,0.0,0.0,1699,64.5,0
20250604104700,1749005220000,64.5,64.5,64.5,64.5,0,0.0,0.0,1699,64.5,0
20250604104800,1749005280000,62.5,63.0,62.5,63.0,5,1675.0,0.0,1695,64.5,0
20250604104900,1749005340000,63.0,63.0,63.0,63.0,0,0.0,0.0,1695,63.0,0
20250604105000,1749005400000,63.0,63.0,63.0,63.0,0,0.0,0.0,1695,63.0,0
20250604105100,1749005460000,63.0,63.0,63.0,63.0,0,0.0,0.0,1695,63.0,0
20250604105200,1749005520000,61.5,61.5,61.5,61.5,1,335.0,0.0,1695,63.0,0
20250604105300,1749005580000,61.5,61.5,60.5,60.5,6,2010.0,0.0,1701,61.5,0
20250604105400,1749005640000,60.5,62.0,60.5,62.0,9,3015.0,0.0,1708,60.5,0
20250604105500,1749005700000,62.0,62.0,62.0,62.0,13,4355.0,0.0,1710,62.0,0
20250604105600,1749005760000,62.0,62.0,62.0,62.0,0,0.0,0.0,1710,62.0,0
20250604105700,1749005820000,62.0,62.0,62.0,62.0,0,0.0,0.0,1710,62.0,0
20250604105800,1749005880000,63.5,64.0,63.5,64.0,2,670.0,0.0,1709,62.0,0
20250604105900,1749005940000,64.0,64.0,64.0,64.0,0,0.0,0.0,1709,64.0,0
20250604110000,1749006000000,64.0,64.0,64.0,64.0,0,0.0,0.0,1709,64.0,0
20250604110100,1749006060000,64.0,64.0,64.0,64.0,0,0.0,0.0,1709,64.0,0
20250604110200,1749006120000,64.0,64.0,64.0,64.0,0,0.0,0.0,1709,64.0,0
20250604110300,1749006180000,64.0,64.0,64.0,64.0,0,0.0,0.0,1709,64.0,0
20250604110400,1749006240000,64.0,64.0,64.0,64.0,0,0.0,0.0,1709,64.0,0
20250604110500,1749006300000,64.0,64.0,64.0,64.0,0,0.0,0.0,1709,64.0,0
20250604110600,1749006360000,64.0,64.0,64.0,64.0,0,0.0,0.0,1709,64.0,0
20250604110700,1749006420000,64.0,64.0,64.0,64.0,0,0.0,0.0,1709,64.0,0
20250604110800,1749006480000,64.0,64.0,64.0,64.0,0,0.0,0.0,1709,64.0,0
20250604110900,1749006540000,64.0,64.0,64.0,64.0,0,0.0,0.0,1709,64.0,0
20250604111000,1749006600000,64.0,64.0,64.0,64.0,0,0.0,0.0,1709,64.0,0
20250604111100,1749006660000,64.0,64.0,64.0,64.0,0,0.0,0.0,1709,64.0,0
20250604111200,1749006720000,64.0,64.0,64.0,64.0,0,0.0,0.0,1709,64.0,0
20250604111300,1749006780000,64.0,64.0,64.0,64.0,0,0.0,0.0,1709,64.0,0
20250604111400,1749006840000,64.0,64.0,64.0,64.0,0,0.0,0.0,1709,64.0,0
20250604111500,1749006900000,64.0,64.0,64.0,64.0,0,0.0,0.0,1709,64.0,0
20250604111600,1749006960000,64.0,64.0,64.0,64.0,0,0.0,0.0,1709,64.0,0
20250604111700,1749007020000,60.0,60.5,60.0,60.5,3,1005.0,0.0,1710,64.0,0
20250604111800,1749007080000,60.5,60.5,60.5,60.5,0,0.0,0.0,1710,60.5,0
20250604111900,1749007140000,60.5,60.5,60.5,60.5,0,0.0,0.0,1710,60.5,0
20250604112000,1749007200000,60.5,60.5,60.5,60.5,0,0.0,0.0,1710,60.5,0
20250604112100,1749007260000,61.0,61.0,61.0,61.0,11,3685.0,0.0,1710,60.5,0
20250604112200,1749007320000,61.0,61.0,61.0,61.0,0,0.0,0.0,1710,61.0,0
20250604112300,1749007380000,61.0,61.0,61.0,61.0,30,8257.5,0.0,1710,61.0,0
20250604112400,1749007440000,62.0,62.5,62.0,62.5,4,1330.0,0.0,1706,61.0,0
20250604112500,1749007500000,62.5,62.5,62.5,62.5,0,0.0,0.0,1706,62.5,0
20250604112600,1749007560000,62.5,62.5,62.5,62.5,0,0.0,0.0,1706,62.5,0
20250604112700,1749007620000,62.5,62.5,62.5,62.5,0,0.0,0.0,1706,62.5,0
20250604112800,1749007680000,62.5,62.5,62.5,62.5,0,0.0,0.0,1706,62.5,0
20250604112900,1749007740000,62.5,62.5,62.5,62.5,0,0.0,0.0,1706,62.5,0
20250604113000,1749007800000,62.5,62.5,62.5,62.5,0,0.0,0.0,1706,62.5,0
20250604133100,1749015060000,58.5,58.5,58.5,58.5,1,332.5,0.0,1705,62.5,0
20250604133200,1749015120000,58.5,58.5,58.5,58.5,0,0.0,0.0,1705,58.5,0
20250604133300,1749015180000,58.5,58.5,58.5,58.5,0,0.0,0.0,1705,58.5,0
20250604133400,1749015240000,58.5,58.5,58.5,58.5,1,332.5,0.0,1706,58.5,0
20250604133500,1749015300000,58.5,58.5,58.5,58.5,20,6650.0,0.0,1706,58.5,0
20250604133600,1749015360000,58.5,58.5,58.5,58.5,11,1772.5,0.0,1707,58.5,0
20250604133700,1749015420000,58.5,58.5,58.5,58.5,0,0.0,0.0,1707,58.5,0
20250604133800,1749015480000,58.5,58.5,58.5,58.5,0,0.0,0.0,1707,58.5,0
20250604133900,1749015540000,58.5,58.5,58.5,58.5,0,0.0,0.0,1707,58.5,0
20250604134000,1749015600000,60.5,61.0,60.5,60.5,32,10560.0,0.0,1707,58.5,0
20250604134100,1749015660000,60.5,60.5,60.5,60.5,0,0.0,0.0,1707,60.5,0
20250604134200,1749015720000,61.0,61.0,61.0,61.0,23,7590.0,0.0,1706,60.5,0
20250604134300,1749015780000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604134400,1749015840000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604134500,1749015900000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604134600,1749015960000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604134700,1749016020000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604134800,1749016080000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604134900,1749016140000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604135000,1749016200000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604135100,1749016260000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604135200,1749016320000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604135300,1749016380000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604135400,1749016440000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604135500,1749016500000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604135600,1749016560000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604135700,1749016620000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604135800,1749016680000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604135900,1749016740000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604140000,1749016800000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604140100,1749016860000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604140200,1749016920000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604140300,1749016980000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604140400,1749017040000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604140500,1749017100000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604140600,1749017160000,61.0,61.0,61.0,61.0,0,0.0,0.0,1706,61.0,0
20250604140700,1749017220000,63.0,63.5,63.0,63.5,2,660.0,0.0,1706,61.0,0
20250604140800,1749017280000,63.5,63.5,63.5,63.5,0,0.0,0.0,1706,63.5,0
20250604140900,1749017340000,63.5,63.5,63.5,63.5,0,0.0,0.0,1706,63.5,0
20250604141000,1749017400000,63.5,63.5,63.5,63.5,0,0.0,0.0,1706,63.5,0
20250604141100,1749017460000,64.5,65.0,64.5,65.0,12,3960.0,0.0,1706,63.5,0
20250604141200,1749017520000,64.0,64.0,64.0,64.0,4,1320.0,0.0,1706,65.0,0
20250604141300,1749017580000,63.0,63.0,63.0,63.0,6,-102.5,0.0,1706,64.0,0
20250604141400,1749017640000,63.0,63.0,63.0,63.0,0,0.0,0.0,1706,63.0,0
20250604141500,1749017700000,63.0,63.0,63.0,63.0,0,0.0,0.0,1706,63.0,0
20250604141600,1749017760000,66.5,67.0,66.5,67.0,3,3072.5,0.0,1703,63.0,0
20250604141700,1749017820000,67.5,67.5,67.5,67.5,2,660.0,0.0,1703,67.0,0
20250604141800,1749017880000,67.5,71.5,67.5,71.5,12,3960.0,0.0,1696,67.5,0
20250604141900,1749017940000,70.0,70.0,70.0,70.0,32,10560.0,0.0,1681,71.5,0
20250604142000,1749018000000,70.0,70.0,70.0,70.0,0,0.0,0.0,1681,70.0,0
20250604142100,1749018060000,69.0,69.0,69.0,69.0,2,660.0,0.0,1680,70.0,0
20250604142200,1749018120000,69.0,69.0,69.0,69.0,0,0.0,0.0,1680,69.0,0
20250604142300,1749018180000,67.5,67.5,67.5,67.5,10,3300.0,0.0,1680,69.0,0
20250604142400,1749018240000,67.5,67.5,67.5,67.5,0,0.0,0.0,1680,67.5,0
20250604142500,1749018300000,67.5,67.5,67.5,67.5,13,4290.0,0.0,1680,67.5,0
20250604142600,1749018360000,67.0,67.0,65.5,65.5,19,6270.0,0.0,1685,67.5,0
20250604142700,1749018420000,65.5,65.5,65.5,65.5,0,0.0,0.0,1685,65.5,0
20250604142800,1749018480000,65.5,65.5,65.5,65.5,0,0.0,0.0,1685,65.5,0
20250604142900,1749018540000,66.5,66.5,66.5,66.5,1,330.0,0.0,1685,65.5,0
20250604143000,1749018600000,66.5,66.5,66.5,66.5,0,0.0,0.0,1685,66.5,0
20250604143100,1749018660000,66.5,66.5,66.5,66.5,0,0.0,0.0,1685,66.5,0
20250604143200,1749018720000,67.5,67.5,67.5,67.5,10,3300.0,0.0,1685,66.5,0
20250604143300,1749018780000,68.0,68.0,68.0,68.0,10,3300.0,0.0,1685,67.5,0
20250604143400,1749018840000,69.0,69.0,69.0,69.0,11,3630.0,0.0,1683,68.0,0
20250604143500,1749018900000,69.0,69.0,69.0,69.0,0,0.0,0.0,1683,69.0,0
20250604143600,1749018960000,69.0,69.0,69.0,69.0,0,0.0,0.0,1683,69.0,0
20250604143700,1749019020000,70.0,70.0,70.0,70.0,2,660.0,0.0,1682,69.0,0
20250604143800,1749019080000,70.0,70.0,70.0,70.0,0,0.0,0.0,1682,70.0,0
20250604143900,1749019140000,69.5,69.5,69.5,69.5,1,330.0,0.0,1682,70.0,0
20250604144000,1749019200000,69.5,69.5,69.5,69.5,0,0.0,0.0,1682,69.5,0
20250604144100,1749019260000,69.5,69.5,69.5,69.5,0,0.0,0.0,1682,69.5,0
20250604144200,1749019320000,67.0,67.0,67.0,67.0,5,1650.0,0.0,1682,69.5,0
20250604144300,1749019380000,67.0,67.0,67.0,67.0,0,0.0,0.0,1682,67.0,0
20250604144400,1749019440000,67.0,67.0,67.0,67.0,0,0.0,0.0,1682,67.0,0
20250604144500,1749019500000,67.0,67.0,67.0,67.0,0,0.0,0.0,1682,67.0,0
20250604144600,1749019560000,67.0,67.0,67.0,67.0,0,0.0,0.0,1682,67.0,0
20250604144700,1749019620000,69.5,69.5,69.5,69.5,2,660.0,0.0,1680,67.0,0
20250604144800,1749019680000,69.5,69.5,69.5,69.5,0,0.0,0.0,1680,69.5,0
20250604144900,1749019740000,69.5,69.5,69.5,69.5,0,0.0,0.0,1680,69.5,0
20250604145000,1749019800000,69.5,69.5,69.5,69.5,0,0.0,0.0,1680,69.5,0
20250604145100,1749019860000,69.5,69.5,69.5,69.5,0,0.0,0.0,1680,69.5,0
20250604145200,1749019920000,68.0,68.0,68.0,68.0,30,9900.0,0.0,1650,69.5,0
20250604145300,1749019980000,68.0,68.0,68.0,68.0,0,0.0,0.0,1650,68.0,0
20250604145400,1749020040000,68.0,68.0,68.0,68.0,0,0.0,0.0,1650,68.0,0
20250604145500,1749020100000,67.5,67.5,67.5,67.5,2,660.0,0.0,1650,68.0,0
20250604145600,1749020160000,67.5,67.5,67.5,67.5,4,1320.0,0.0,1654,67.5,0
20250604145700,1749020220000,67.5,67.5,67.5,67.5,0,0.0,0.0,1654,67.5,0
20250604145800,1749020280000,67.5,67.5,67.5,67.5,0,0.0,0.0,1654,67.5,0
20250604145900,1749020340000,67.5,67.5,67.5,67.5,0,0.0,0.0,1654,67.5,0
20250604150000,1749020400000,67.5,67.5,67.5,67.5,0,0.0,66.0,1654,67.5,0
20250604210000,1749042000000,67.5,67.5,67.5,67.5,0,0.0,0.0,1653,67.5,0
20250604210100,1749042060000,64.5,64.5,58.5,58.5,6,1860.0,0.0,1647,67.5,0
20250604210200,1749042120000,58.0,58.0,58.0,58.0,17,4925.0,0.0,1646,58.5,0
20250604210300,1749042180000,58.0,58.0,58.0,58.0,0,0.0,0.0,1646,58.0,0
20250604210400,1749042240000,58.0,58.0,58.0,58.0,0,0.0,0.0,1646,58.0,0
20250604210500,1749042300000,58.0,58.0,58.0,58.0,0,0.0,0.0,1646,58.0,0
20250604210600,1749042360000,63.0,65.0,63.0,65.0,3,950.0,0.0,1648,58.0,0
20250604210700,1749042420000,65.5,65.5,65.5,65.5,1,365.0,0.0,1648,65.0,0
20250604210800,1749042480000,65.5,65.5,65.5,65.5,0,0.0,0.0,1648,65.5,0
20250604210900,1749042540000,65.5,65.5,65.5,65.5,0,0.0,0.0,1648,65.5,0
20250604211000,1749042600000,65.5,65.5,65.5,65.5,0,0.0,0.0,1648,65.5,0
20250604211100,1749042660000,65.5,65.5,65.5,65.5,0,0.0,0.0,1648,65.5,0
20250604211200,1749042720000,65.5,65.5,65.5,65.5,0,0.0,0.0,1648,65.5,0
20250604211300,1749042780000,65.5,65.5,65.5,65.5,0,0.0,0.0,1648,65.5,0
20250604211400,1749042840000,65.5,65.5,65.5,65.5,0,0.0,0.0,1648,65.5,0
20250604211500,1749042900000,65.5,65.5,65.5,65.5,0,0.0,0.0,1648,65.5,0
20250604211600,1749042960000,64.0,65.0,64.0,65.0,11,3490.0,0.0,1658,65.5,0
20250604211700,1749043020000,65.0,65.0,65.0,65.0,0,0.0,0.0,1658,65.0,0
20250604211800,1749043080000,63.5,63.5,63.5,63.5,17,5460.0,0.0,1664,65.0,0
20250604211900,1749043140000,63.5,63.5,63.5,63.5,0,0.0,0.0,1664,63.5,0
20250604212000,1749043200000,63.5,63.5,63.5,63.5,1,310.0,0.0,1664,63.5,0
20250604212100,1749043260000,63.5,63.5,63.5,63.5,0,0.0,0.0,1664,63.5,0
20250604212200,1749043320000,64.0,64.0,64.0,64.0,1,310.0,0.0,1665,63.5,0
20250604212300,1749043380000,64.5,64.5,64.5,64.5,2,620.0,0.0,1667,64.0,0
20250604212400,1749043440000,64.5,64.5,64.5,64.5,0,0.0,0.0,1667,64.5,0
20250604212500,1749043500000,64.5,64.5,64.5,64.5,0,0.0,0.0,1667,64.5,0
20250604212600,1749043560000,64.5,64.5,64.5,64.5,0,0.0,0.0,1667,64.5,0
20250604212700,1749043620000,64.5,64.5,64.5,64.5,0,0.0,0.0,1667,64.5,0
20250604212800,1749043680000,64.5,64.5,64.5,64.5,0,0.0,0.0,1667,64.5,0
20250604212900,1749043740000,64.5,64.5,64.5,64.5,0,0.0,0.0,1667,64.5,0
20250604213000,1749043800000,64.5,64.5,64.5,64.5,0,0.0,0.0,1667,64.5,0
20250604213100,1749043860000,64.5,64.5,64.5,64.5,0,0.0,0.0,1667,64.5,0
20250604213200,1749043920000,64.5,64.5,64.5,64.5,0,0.0,0.0,1667,64.5,0
20250604213300,1749043980000,64.5,64.5,64.5,64.5,0,0.0,0.0,1667,64.5,0
20250604213400,1749044040000,62.5,62.5,62.5,62.5,22,6820.0,0.0,1686,64.5,0
20250604213500,1749044100000,62.5,62.5,62.5,62.5,0,0.0,0.0,1686,62.5,0
20250604213600,1749044160000,62.5,62.5,62.5,62.5,0,0.0,0.0,1686,62.5,0
20250604213700,1749044220000,62.5,62.5,62.5,62.5,0,0.0,0.0,1686,62.5,0
20250604213800,1749044280000,62.0,62.0,61.0,61.0,14,4340.0,0.0,1688,62.5,0
20250604213900,1749044340000,61.0,61.0,61.0,61.0,4,1240.0,0.0,1688,61.0,0
20250604214000,1749044400000,61.0,61.0,61.0,61.0,0,0.0,0.0,1688,61.0,0
20250604214100,1749044460000,61.5,61.5,61.5,61.5,1,310.0,0.0,1688,61.0,0
20250604214200,1749044520000,61.5,61.5,61.5,61.5,0,0.0,0.0,1688,61.5,0
20250604214300,1749044580000,61.5,61.5,61.5,61.5,0,0.0,0.0,1688,61.5,0
20250604214400,1749044640000,61.5,61.5,61.5,61.5,0,0.0,0.0,1688,61.5,0
20250604214500,1749044700000,62.0,62.0,62.0,62.0,2,620.0,0.0,1688,61.5,0
20250604214600,1749044760000,62.0,62.0,62.0,62.0,0,0.0,0.0,1688,62.0,0
20250604214700,1749044820000,62.0,62.0,62.0,62.0,0,0.0,0.0,1688,62.0,0
20250604214800,1749044880000,62.0,62.0,62.0,62.0,0,0.0,0.0,1688,62.0,0
20250604214900,1749044940000,62.0,62.0,62.0,62.0,0,0.0,0.0,1688,62.0,0
20250604215000,1749045000000,62.0,62.0,62.0,62.0,0,0.0,0.0,1688,62.0,0
20250604215100,1749045060000,62.0,62.0,62.0,62.0,0,0.0,0.0,1688,62.0,0
20250604215200,1749045120000,62.0,62.0,62.0,62.0,0,0.0,0.0,1688,62.0,0
20250604215300,1749045180000,62.0,62.0,62.0,62.0,0,0.0,0.0,1688,62.0,0
20250604215400,1749045240000,62.0,62.0,62.0,62.0,0,0.0,0.0,1688,62.0,0
20250604215500,1749045300000,62.5,62.5,62.5,62.5,4,1240.0,0.0,1688,62.0,0
20250604215600,1749045360000,62.0,62.0,62.0,62.0,2,620.0,0.0,1688,62.5,0
20250604215700,1749045420000,63.0,63.5,63.0,63.5,6,1860.0,0.0,1683,62.0,0
20250604215800,1749045480000,62.5,62.5,62.5,62.5,1,310.0,0.0,1683,63.5,0
20250604215900,1749045540000,62.5,62.5,62.5,62.5,0,0.0,0.0,1683,62.5,0
20250604220000,1749045600000,62.5,62.5,62.5,62.5,0,0.0,0.0,1683,62.5,0
20250604220100,1749045660000,61.0,61.0,61.0,61.0,11,3410.0,0.0,1673,62.5,0
20250604220200,1749045720000,61.5,61.5,61.5,61.5,1,310.0,0.0,1673,61.0,0
20250604220300,1749045780000,61.5,61.5,61.5,61.5,0,0.0,0.0,1673,61.5,0
20250604220400,1749045840000,61.0,61.0,61.0,61.0,1,310.0,0.0,1673,61.5,0
20250604220500,1749045900000,61.0,61.0,61.0,61.0,0,0.0,0.0,1673,61.0,0
20250604220600,1749045960000,60.0,60.0,60.0,60.0,3,930.0,0.0,1674,61.0,0
20250604220700,1749046020000,59.5,59.5,59.0,59.0,2,620.0,0.0,1674,60.0,0
20250604220800,1749046080000,59.0,59.0,59.0,59.0,0,0.0,0.0,1674,59.0,0
