,time,open,high,low,close,volume,amount,settelementPrice,openInterest,preClose,suspendFlag
20250604095200,1749001920000,88.0,88.0,87.5,87.5,2,935.0,0.0,5677,86.5,0
20250604095300,1749001980000,88.0,88.0,87.5,88.0,3,1402.0,0.0,5676,87.5,0
20250604095400,1749002040000,88.5,88.5,88.5,88.5,1,467.0,0.0,5675,88.0,0
20250604095500,1749002100000,89.0,90.5,89.0,90.5,4,1870.0,0.0,5671,88.5,0
20250604095600,1749002160000,90.0,90.0,90.0,90.0,2,935.0,0.0,5669,90.5,0
20250604095700,1749002220000,90.5,91.0,90.5,91.0,5,2337.0,0.0,5669,90.0,0
20250604095800,1749002280000,90.0,90.0,90.0,90.0,4,1870.0,0.0,5669,91.0,0
20250604095900,1749002340000,88.5,88.5,88.5,88.5,5,2337.0,0.0,5669,90.0,0
20250604100000,1749002400000,88.5,88.5,88.5,88.5,0,0.0,0.0,5669,88.5,0
20250604100100,1749002460000,88.5,90.0,88.5,90.0,6,2805.0,0.0,5669,88.5,0
20250604100200,1749002520000,90.0,90.0,90.0,90.0,0,0.0,0.0,5669,90.0,0
20250604100300,1749002580000,89.5,89.5,89.5,89.5,1,467.0,0.0,5668,90.0,0
20250604100400,1749002640000,89.5,89.5,89.5,89.5,0,0.0,0.0,5668,89.5,0
20250604100500,1749002700000,89.5,89.5,89.5,89.5,0,0.0,0.0,5668,89.5,0
20250604100600,1749002760000,90.5,90.5,90.5,90.5,2,935.0,0.0,5666,89.5,0
20250604100700,1749002820000,90.5,90.5,90.5,90.5,0,0.0,0.0,5666,90.5,0
20250604100800,1749002880000,90.5,91.0,90.5,91.0,5,2337.0,0.0,5665,90.5,0
20250604100900,1749002940000,91.0,91.5,91.0,91.5,6,2805.0,0.0,5664,91.0,0
20250604101000,1749003000000,91.5,91.5,91.5,91.5,1,467.0,0.0,5663,91.5,0
20250604101100,1749003060000,91.5,91.5,91.5,91.5,0,0.0,0.0,5663,91.5,0
20250604101200,1749003120000,91.0,91.0,91.0,91.0,25,11687.0,0.0,5663,91.5,0
20250604101300,1749003180000,91.0,91.0,91.0,91.0,0,0.0,0.0,5663,91.0,0
20250604101400,1749003240000,91.0,91.0,91.0,91.0,0,0.0,0.0,5663,91.0,0
20250604101500,1749003300000,90.5,90.5,89.5,89.5,7,3272.0,0.0,5663,91.0,0
20250604103100,1749004260000,92.0,94.0,92.0,94.0,18,8415.0,0.0,5663,89.5,0
20250604103200,1749004320000,94.0,95.0,94.0,95.0,31,14492.0,0.0,5660,94.0,0
20250604103300,1749004380000,95.0,95.0,95.0,95.0,6,2805.0,0.0,5658,95.0,0
20250604103400,1749004440000,95.5,96.5,95.5,95.5,8,3740.0,0.0,5658,95.0,0
20250604103500,1749004500000,95.5,95.5,95.5,95.5,0,0.0,0.0,5658,95.5,0
20250604103600,1749004560000,95.5,95.5,95.5,95.5,2,935.0,0.0,5658,95.5,0
20250604103700,1749004620000,95.5,95.5,95.5,95.5,2,935.0,0.0,5656,95.5,0
20250604103800,1749004680000,96.0,96.5,96.0,96.5,10,4675.0,0.0,5656,95.5,0
20250604103900,1749004740000,96.5,96.5,96.5,96.5,0,0.0,0.0,5656,96.5,0
20250604104000,1749004800000,96.0,96.0,95.0,95.0,9,4207.0,0.0,5656,96.5,0
20250604104100,1749004860000,95.5,95.5,95.5,95.5,20,9350.0,0.0,5637,95.0,0
20250604104200,1749004920000,95.5,95.5,95.5,95.5,0,0.0,0.0,5637,95.5,0
20250604104300,1749004980000,95.5,95.5,95.5,95.5,0,0.0,0.0,5637,95.5,0
20250604104400,1749005040000,95.0,95.0,95.0,95.0,11,5142.0,0.0,5637,95.5,0
20250604104500,1749005100000,94.0,94.0,94.0,94.0,2,935.0,0.0,5635,95.0,0
20250604104600,1749005160000,94.0,94.0,94.0,94.0,0,0.0,0.0,5635,94.0,0
20250604104700,1749005220000,95.5,95.5,95.5,95.5,1,467.0,0.0,5635,94.0,0
20250604104800,1749005280000,96.5,97.0,96.5,96.5,4,1870.0,0.0,5633,95.5,0
20250604104900,1749005340000,97.5,98.5,97.5,98.5,5,2337.0,0.0,5636,96.5,0
20250604105000,1749005400000,97.5,98.0,97.5,98.0,3,1402.0,0.0,5635,98.5,0
20250604105100,1749005460000,98.0,98.0,98.0,98.0,0,0.0,0.0,5635,98.0,0
20250604105200,1749005520000,97.0,98.5,97.0,98.5,3,1402.0,0.0,5634,98.0,0
20250604105300,1749005580000,98.5,98.5,98.5,98.5,0,0.0,0.0,5634,98.5,0
20250604105400,1749005640000,100.0,100.0,99.5,99.5,13,6077.0,0.0,5633,98.5,0
20250604105500,1749005700000,99.5,100.0,99.5,99.5,33,23327.0,0.0,5633,99.5,0
20250604105600,1749005760000,99.5,99.5,99.5,99.5,1,470.0,0.0,5633,99.5,0
20250604105700,1749005820000,100.0,100.0,100.0,100.0,11,5170.0,0.0,5643,99.5,0
20250604105800,1749005880000,98.5,98.5,98.5,98.5,4,1880.0,0.0,5643,100.0,0
20250604105900,1749005940000,98.5,98.5,98.5,98.5,2,940.0,0.0,5643,98.5,0
20250604110000,1749006000000,98.5,98.5,98.5,98.5,2,940.0,0.0,5643,98.5,0
20250604110100,1749006060000,100.0,100.5,100.0,100.5,4,1880.0,0.0,5642,98.5,0
20250604110200,1749006120000,101.0,101.0,99.5,99.5,12,5640.0,0.0,5642,100.5,0
