time               , open   , high   , low    , close  , volume, amount      , settelementPrice, openInterest, preClose, suspendFlag
2025-07-07 06:36:00, 35880.0, 35895.0, 35860.0, 35885.0,    435,   46811220.0,              0.0,        78585,  35895.0,           0
2025-07-07 06:37:00, 35875.0, 35965.0, 35865.0, 35940.0,    957,  103126425.0,              0.0,        78618,  35885.0,           0
2025-07-07 06:38:00, 35940.0, 36030.0, 35940.0, 35995.0,   1679,  181302255.0,              0.0,        79030,  35940.0,           0
2025-07-07 06:39:00, 35995.0, 36010.0, 35935.0, 35965.0,    635,   68521065.0,              0.0,        79072,  35995.0,           0
2025-07-07 06:40:00, 35965.0, 36050.0, 35960.0, 36025.0,    648,   70013370.0,              0.0,        79255,  35965.0,           0
2025-07-07 06:41:00, 36025.0, 36030.0, 35985.0, 35990.0,    482,   52070850.0,              0.0,        79408,  36025.0,           0
2025-07-07 06:42:00, 35990.0, 36040.0, 35985.0, 35995.0,    495,   53476485.0,              0.0,        79522,  35990.0,           0
2025-07-07 06:43:00, 35995.0, 36020.0, 35980.0, 36020.0,    583,   62958405.0,              0.0,        79796,  35995.0,           0
2025-07-07 06:44:00, 36015.0, 36060.0, 35995.0, 36060.0,    502,   54253845.0,              0.0,        79871,  36020.0,           0
2025-07-07 06:45:00, 36055.0, 36095.0, 36025.0, 36030.0,   1048,  113341260.0,              0.0,        80183,  36060.0,           0
2025-07-07 06:46:00, 36035.0, 36035.0, 35995.0, 36025.0,    434,   46885140.0,              0.0,        80285,  36030.0,           0
2025-07-07 06:47:00, 36030.0, 36040.0, 36010.0, 36020.0,    820,   88617510.0,              0.0,        80614,  36025.0,           0
2025-07-07 06:48:00, 36025.0, 36065.0, 36000.0, 36065.0,    424,   45826605.0,              0.0,        80606,  36020.0,           0
2025-07-07 06:49:00, 36055.0, 36060.0, 36025.0, 36055.0,    280,   30280200.0,              0.0,        80643,  36065.0,           0
2025-07-07 06:50:00, 36045.0, 36085.0, 36045.0, 36060.0,    449,   48585840.0,              0.0,        80715,  36055.0,           0
2025-07-07 06:51:00, 36070.0, 36075.0, 36040.0, 36075.0,    497,   53761470.0,              0.0,        80924,  36060.0,           0
2025-07-07 06:52:00, 36065.0, 36300.0, 36065.0, 36245.0,   2543,  276109230.0,              0.0,        81217,  36075.0,           0
2025-07-07 06:53:00, 36240.0, 36320.0, 36210.0, 36300.0,   1896,  206323515.0,              0.0,        81549,  36245.0,           0
2025-07-07 06:54:00, 36295.0, 36345.0, 36270.0, 36305.0,   1491,  162425550.0,              0.0,        81739,  36300.0,           0
